,run_accession,study_accession,study_title,experiment_accession,experiment_title,experiment_desc,organism_taxid,organism_name,library_name,library_strategy,library_source,library_selection,library_layout,sample_accession,sample_title,biosample,bioproject,instrument,instrument_model,instrument_model_desc,total_spots,total_size,run_total_spots,run_total_bases,run_alias,public_filename,public_size,public_date,public_md5,public_version,public_semantic_name,public_supertype,public_sratoolkit,aws_url,aws_free_egress,aws_access_type,public_url,ncbi_url,ncbi_free_egress,ncbi_access_type,gcp_url,gcp_free_egress,gcp_access_type,experiment_alias,strain,isolate,host,isolation_source,collection_date,geo_loc_name,sample_type,host_tissue_sampled,biosamplemodel,lat_lon,breed,tissue,gold ecosystem classification,cultivar,age,biomaterial_provider,collected_by,biological_replicate,replicate,samp_mat_process,samp_size,ref_biomaterial,rel_to_oxygen,samp_collect_device,ecotype,identified_by,sex,dev_stage,ena-first-public,ena-last-update,external id,insdc center name,insdc first public,insdc last update,insdc status,submitter id,common name,sample name,scientific_name,phenotype,experimental factor: compound,experimental factor: dose,ebi_url,ebi_free_egress,ebi_access_type,broker name,altitude,env_broad_scale,env_local_scale,env_medium,season,type_of_nucleic_acid,arrayexpress-species,sample description,experimental factor: growth condition,experimental factor: stimulus,experimental factor: immunoprecipitate,cell type,developmental stage,genotype,growth condition,indivudal,organism part,progenitor cell type,source_name,treatment,sample_name,elev,env_feature,depth,env_material,env_biome,ena first public,ena last update,insdc center alias,collection date,environment (biome),environment (feature),environment (material),geographic location (country and/or sea),geographic location (latitude),geographic location (longitude),investigation type,project name,sequencing method,wastewater/sludge environmental package,cell_line,cell_type,nucleic_acid,sample_timepoint,host_subject_id,isolation source,isol_growth_condt,propagation,number_of_cells,target_molecules,site_name,chlorophyll,conduc,diss_inorg_carb,bacterial_count,samp_volume,min_filter_size,max_filter_size,sequencing_method,sequencing_machine,std_norm_factor,specimen_voucher,source_material_id,sample_number,sample_source,investigation_type,temp,geographic_location,ena_fastq_http,ena_fastq_http_1,ena_fastq_http_2,ena_fastq_ftp,ena_fastq_ftp_1,ena_fastq_ftp_2,contigs_510
10,SRR10143187,SRP222475,Ovis aries breed:bashibai Raw sequence reads,SRX6871107,Model organism or animal sample from Ovis aries,Model organism or animal sample from Ovis aries,9940,Ovis aries,T12,RNA-Seq,TRANSCRIPTOMIC,PCR,PAIRED,SRS5407138,,SAMN12769899,PRJNA565839,HiSeq X Ten,HiSeq X Ten,ILLUMINA,23144201,2151232762,23144201,6910463240,Ovisaries_O752-01-T12_good_1.fq.gz,SRR10143187.sralite,1741412082,2020-06-20 22:42:04,db0a2e026c16b5c1bb39e475084fcb8a,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-8/SRR10143187/SRR10143187.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/143/SRR10143187.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/143/SRR10143187.sralite.1,worldwide,anonymous,gs://sra-pub-zq-109/SRR10143187/SRR10143187.zq.1,gs.us-east1,gcp identity,,,,,,,,,,Model organism or animal,,bashibai sheep,skin,,,1-year-old,,,,,,,,,,,,female,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/087/SRR10143187/SRR10143187_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/087/SRR10143187/SRR10143187_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR101/087/SRR10143187/SRR10143187_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR101/087/SRR10143187/SRR10143187_2.fastq.gz,1
11,SRR10255703,SRP225013,RNA-sequenceing for lfy1 near-isogenic lines,SRX6973657,RNA seq of NILs-AA-V5-stage-reapt1,RNA seq of NILs-AA-V5-stage-reapt1,4577,Zea mays,NILs-AA-V5-stage-reapt1,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,PAIRED,SRS5499059,,SAMN13006468,PRJNA576757,Illumina HiSeq 2500,Illumina HiSeq 2500,ILLUMINA,35333761,4204525510,35333761,10600128300,AA1_HFKYKALXX_L4_1.clean.fq.gz,SRR10255703.lite,2658552476,2022-07-10 01:48:19,e8598634da303e3c9b8ef6c7b12561aa,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-7/SRR10255703/SRR10255703.lite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR010/255/SRR10255703/SRR10255703.lite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR010/255/SRR10255703/SRR10255703.lite.1,worldwide,anonymous,gs://sra-pub-zq-102/SRR10255703/SRR10255703.lite.1,gs.us-east1,gcp identity,,,shoot tips of NILs-AA for RNA-seq at V5 stage,,,,China,,,Plant,,,shoot tips,,,,,,,,,,,,,,,,V5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/003/SRR10255703/SRR10255703_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/003/SRR10255703/SRR10255703_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/003/SRR10255703/SRR10255703_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/003/SRR10255703/SRR10255703_2.fastq.gz,1
12,SRR10307214,SRP224638,Heterosis analysis of neo-tetraploid rice line,SRX7018601,RNA-seq of tetraploid rice,RNA-seq of tetraploid rice,4530,Oryza sativa,KL1_2,RNA-Seq,TRANSCRIPTOMIC,RANDOM,PAIRED,SRS5539728,,SAMN12924071,PRJNA576043,Illumina HiSeq 4000,Illumina HiSeq 4000,ILLUMINA,24821011,2737785554,24821011,7413415115,KL1_2_Clean_Data1.fq.gz,SRR10307214.sralite,1868298438,2020-06-22 03:49:06,de47e6fd531a571617b22b3d9b8936a5,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-2/SRR10307214/SRR10307214.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/307/SRR10307214.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/307/SRR10307214.sralite.1,worldwide,anonymous,gs://sra-pub-zq-109/SRR10307214/SRR10307214.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,China: Guangzhou,,,Plant,,,Leaf,,not applicable,not applicable,,,,replicate = biological replicate 2,,,,,,not applicable,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/014/SRR10307214/SRR10307214_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/014/SRR10307214/SRR10307214_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/014/SRR10307214/SRR10307214_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/014/SRR10307214/SRR10307214_2.fastq.gz,1
13,SRR10307240,SRP224638,Heterosis analysis of neo-tetraploid rice line,SRX7018575,RNA-seq of tetraploid rice,RNA-seq of tetraploid rice,4530,Oryza sativa,GL1_2,RNA-Seq,TRANSCRIPTOMIC,RANDOM,PAIRED,SRS5539702,,SAMN12924047,PRJNA576043,Illumina HiSeq 4000,Illumina HiSeq 4000,ILLUMINA,20222324,2184117161,20222324,6016338743,GL1_2_Clean_Data1.fq.gz,SRR10307240.sralite,1520396276,2020-06-22 03:52:51,fb0f995df6922a01a760097d8e4cc590,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-1/SRR10307240/SRR10307240.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/307/SRR10307240.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/307/SRR10307240.sralite.1,worldwide,anonymous,gs://sra-pub-zq-109/SRR10307240/SRR10307240.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,China: Guangzhou,,,Plant,,,Leaf,,not applicable,not applicable,,,,replicate = biological replicate 2,,,,,,not applicable,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/040/SRR10307240/SRR10307240_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/040/SRR10307240/SRR10307240_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/040/SRR10307240/SRR10307240_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/040/SRR10307240/SRR10307240_2.fastq.gz,1
14,SRR10323722,SRP226606,Invertebrate RNA sequencing,SRX7034527,Total RNA sequencing of marine arthropods,Total RNA sequencing of marine arthropods,1711999,invertebrate metagenome,BHJQ,RNA-Seq,TRANSCRIPTOMIC,RANDOM,PAIRED,SRS5554577,,SAMN13073841,PRJNA578783,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,35720873,5277021690,35720873,7144174600,BHRJ_1.fq,SRR10323722.sralite,2315961857,2020-06-21 04:39:18,ceb02a0dc6699206e14e6392dbb30704,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-9/SRR10323722/SRR10323722.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/323/SRR10323722.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/323/SRR10323722.sralite.1,worldwide,anonymous,gs://sra-pub-zq-105/SRR10323722/SRR10323722.zq.1,gs.us-east1,gcp identity,,,,,Multiple species from Arthropoda,2013,China,,,Metagenome or environmental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/022/SRR10323722/SRR10323722_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/022/SRR10323722/SRR10323722_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/022/SRR10323722/SRR10323722_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/022/SRR10323722/SRR10323722_2.fastq.gz,1
15,SRR10357996,SRP227304,Pyrus pyrifolia cultivar:Wonhwang Raw sequence reads,SRX7067394,RNA-seq of pear leaves: adult trees,RNA-seq of pear leaves: adult trees,3767,Pyrus pyrifolia,DP_105DAF_I,RNA-Seq,TRANSCRIPTOMIC,RT-PCR,PAIRED,SRS5583830,,SAMN13124167,PRJNA579772,Illumina HiSeq 2500,Illumina HiSeq 2500,ILLUMINA,22310796,2534874456,22310796,6693238800,BL7A_R1.fastq.gz,BL7A_R1.fastq.gz,1666156301,2019-10-29 05:57:05,656e1ed2c3ba4b01f36323dee7dbfebe,1,fastq,Original,0,s3://sra-pub-src-16/SRR10357996/BL7A_R1.fastq.gz.1,-,Use Cloud Data Delivery,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10357996/SRR10357996,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/357/SRR10357996.sralite.1,worldwide,anonymous,gs://sra-pub-zq-108/SRR10357996/SRR10357996.zq.1,gs.us-east1,gcp identity,,,,,,,China: Wuhan,,,Plant,,,leaves,,Wonhwang,,,,,,,,,,,,,,105DAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/096/SRR10357996/SRR10357996_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/096/SRR10357996/SRR10357996_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/096/SRR10357996/SRR10357996_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/096/SRR10357996/SRR10357996_2.fastq.gz,0
16,SRR10357997,SRP227304,Pyrus pyrifolia cultivar:Wonhwang Raw sequence reads,SRX7067393,RNA-seq of pear leaves: adult trees,RNA-seq of pear leaves: adult trees,3767,Pyrus pyrifolia,SP_105DAF_III,RNA-Seq,TRANSCRIPTOMIC,RT-PCR,PAIRED,SRS5583829,,SAMN13124166,PRJNA579772,Illumina HiSeq 2500,Illumina HiSeq 2500,ILLUMINA,23561397,2692851757,23561397,7068419100,SL7C_R1.fastq.gz,SL7C_R1.fastq.gz,1783796333,2019-10-29 05:59:14,2a708ff7335ff6dce1d07dec693b07cb,1,fastq,Original,0,s3://sra-pub-src-15/SRR10357997/SL7C_R1.fastq.gz.1,-,Use Cloud Data Delivery,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10357997/SRR10357997,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/357/SRR10357997.sralite.1,worldwide,anonymous,gs://sra-pub-zq-108/SRR10357997/SRR10357997.zq.1,gs.us-east1,gcp identity,,,,,,,China: Wuhan,,,Plant,,,leaves,,Wonhwang,,,,,,,,,,,,,,105DAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/097/SRR10357997/SRR10357997_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/097/SRR10357997/SRR10357997_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/097/SRR10357997/SRR10357997_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/097/SRR10357997/SRR10357997_2.fastq.gz,1
17,SRR10613610,SRP235325,Transcriptome differences of Panonychus citri between sensitive strains and amitraz resistant strains,SRX7292770,RNA-Seq,RNA-Seq,50023,Panonychus citri,Panonychuscitri_Y43-ZX03-T01,RNA-Seq,TRANSCRIPTOMIC,PCR,PAIRED,SRS5786280,,SAMN13519016,PRJNA594464,Illumina HiSeq 2500,Illumina HiSeq 2500,ILLUMINA,22748019,2281387033,22748019,6787424934,Panonychuscitri_Y43-ZX03-T01_good_1.fq.gz,SRR10613610.sralite,1711186165,2020-06-20 11:13:59,8663b3bdf61b1f3e96d4bfdceb8a2ba6,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-4/SRR10613610/SRR10613610.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/613/SRR10613610.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/613/SRR10613610.sralite.1,worldwide,anonymous,gs://sra-pub-zq-105/SRR10613610/SRR10613610.zq.1,gs.us-east1,gcp identity,,,Missing,Citrus,Missing,2017-12-10,China:ChongQing,,,Invertebrate,,Missing,Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/010/SRR10613610/SRR10613610_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/010/SRR10613610/SRR10613610_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/010/SRR10613610/SRR10613610_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/010/SRR10613610/SRR10613610_2.fastq.gz,1
18,SRR10693484,SRP235576,viral metagenome Metagenome,SRX7370111,"ViromeofwildplantsontheriversideoftheancientcanalinZhenjiangcity,China.""plant80,Myriophyllum verticillatum L.""","ViromeofwildplantsontheriversideoftheancientcanalinZhenjiangcity,China.""plant80,Myriophyllum verticillatum L.""",1297885,plant metagenome,plant80,WGS,METAGENOMIC,RANDOM,PAIRED,SRS5796640,,SAMN13317833,PRJNA590092,Illumina HiSeq 2500,Illumina HiSeq 2500,ILLUMINA,102819,32997680,102819,51615138,plant80_S160_L001_R1_001.fastq.gz,SRR10693484.sralite,13246524,2020-06-22 12:50:38,918763c7ef00fc7e2f3700109628621d,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-4/SRR10693484/SRR10693484.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/693/SRR10693484.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/693/SRR10693484.sralite.1,worldwide,anonymous,gs://sra-pub-zq-109/SRR10693484/SRR10693484.zq.1,gs.us-east1,gcp identity,,,,plant,"the riverside of the ancient canal in Zhenjiang city, China",2018-06/2018-08,"China:Zhenjiang, Jiangsu",,,Metagenome or environmental,32.13188 N 119.43396 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/084/SRR10693484/SRR10693484_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/084/SRR10693484/SRR10693484_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/084/SRR10693484/SRR10693484_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/084/SRR10693484/SRR10693484_2.fastq.gz,0
19,SRR10695228,SRP237676,RNA-seq of 217 tea accessions,SRX7371735,R142,R142,4442,Camellia sinensis,R142,RNA-Seq,TRANSCRIPTOMIC,RANDOM PCR,PAIRED,SRS5829810,,SAMN13567616,PRJNA595795,HiSeq X Ten,HiSeq X Ten,ILLUMINA,34640900,4096824310,34640900,10392270000,3W2-21_R1.fq.gz,3W2-21_R1.fq.gz,2549841085,2019-12-16 06:54:09,da5c668ee876504f1b6d05bf8c155c68,1,fastq,Original,0,s3://sra-pub-src-13/SRR10695228/3W2-21_R1.fq.gz.1,-,Use Cloud Data Delivery,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10695228/SRR10695228,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10695/SRR10695228/SRR10695228.lite.1,worldwide,anonymous,gs://sra-pub-zq-104/SRR10695228/SRR10695228.lite.1,gs.us-east1,gcp identity,,,not collected,,,,China:Wuhan,,,Plant,,,leaves,,3W2-21,not collected,,,,,,,,,,mising,,,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/028/SRR10695228/SRR10695228_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/028/SRR10695228/SRR10695228_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/028/SRR10695228/SRR10695228_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/028/SRR10695228/SRR10695228_2.fastq.gz,0
20,SRR10860874,SRP239233,Variation in Emission Spectra and its Genetic Basis in Bioluminescent Cypridinids (Crustacea: Ostracoda),SRX7530957,RNA-Seq of 'Maristella' SVD: whole body,RNA-Seq of 'Maristella' SVD: whole body,2696922,Maristella sp. SVD,Maristella_SVD_Rep2,RNA-Seq,TRANSCRIPTOMIC,RANDOM,PAIRED,SRS5970265,,SAMN13761889,PRJNA589015,Illumina HiSeq 1500,Illumina HiSeq 1500,ILLUMINA,17534994,2417380378,17534994,3506998800,TOCC004A_1.fq.gz,SRR10860874.lite,1137633384,2022-06-22 09:52:32,87d9ff0ac464686bd199ed7c3363ea69,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-3/SRR10860874/SRR10860874.lite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10860/SRR10860874/SRR10860874.lite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10860/SRR10860874/SRR10860874.lite.1,worldwide,anonymous,gs://sra-pub-zq-108/SRR10860874/SRR10860874.lite.1,gs.us-east1,gcp identity,,,"multiple males, whole bodies",not applicable,Hand net during courtship display,2016-01,Belize: Carrie Bow Caye,,,Invertebrate,16.811598 N 88.082428 W,not applicable,whole body,,,,,"Gretchen A Gerrish, James G Morin, Nicholai M Hensley, Trevor J Rivers, Todd H Oakley, Emily A Ellis",,2,,,,,,,"Gretchen A Gerrish, James G Morin, Nicholai M Hensley, Trevor J Rivers, Todd H Oakley, Emily A Ellis",male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/074/SRR10860874/SRR10860874_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/074/SRR10860874/SRR10860874_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR108/074/SRR10860874/SRR10860874_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR108/074/SRR10860874/SRR10860874_2.fastq.gz,0
21,SRR10861970,SRP241067,Zanthoxylum nitidum sampls transcriptome,SRX7531990,Zanthoxylum nitidum leaf transcriptome,Zanthoxylum nitidum leaf transcriptome,354528,Zanthoxylum nitidum,3,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,SRS5971224,,SAMN13812684,PRJNA600333,Illumina HiSeq 4000,Illumina HiSeq 4000,ILLUMINA,44892719,4953368631,44892719,13467815700,T1L_3_1.fq.gz,SRR10861970.sralite,3373722346,2020-06-20 03:55:49,fd10f7eefab0f134f5a92b3f5eb13746,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-4/SRR10861970/SRR10861970.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/861/SRR10861970.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/861/SRR10861970.sralite.1,worldwide,anonymous,gs://sra-pub-zq-102/SRR10861970/SRR10861970.zq.1,gs.us-east1,gcp identity,,,leaf_repeat3,,,,China:Guangdong,,,Plant,,,not applicable,,not applicable,not applicable,,,,,,,,,,mising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/070/SRR10861970/SRR10861970_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/070/SRR10861970/SRR10861970_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR108/070/SRR10861970/SRR10861970_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR108/070/SRR10861970/SRR10861970_2.fastq.gz,1
22,SRR11393268,SRP253727,Metagenomic RNA sequencing for virus discovery in British Lepidoptera,SRX7972378,Metagenomic sequencing of wild British Lepidoptera for virus discovery,Metagenomic sequencing of wild British Lepidoptera for virus discovery,1234904,insect metagenome,Lep2017_PoolC,RNA-Seq,METATRANSCRIPTOMIC,other,PAIRED,SRS6357281,,SAMN14421394,PRJNA613887,Illumina HiSeq 2500,Illumina HiSeq 2500,ILLUMINA,46138656,4523384760,46138656,11534664000,2759_Pool_C_r1.fq.gz,SRR11393268.sralite,2978549368,2020-06-20 14:23:52,bf91c93b9f7e0e20fb175109a7d03f5b,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-7/SRR11393268/SRR11393268.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/393/SRR11393268.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/393/SRR11393268.sralite.1,worldwide,anonymous,gs://sra-pub-zq-109/SRR11393268/SRR11393268.zq.1,gs.us-east1,gcp identity,,,,Lepidoptera sp.,45 whole adult Lepidoptera,2017-07-20/2017-09-04,United Kingdom: Penryn and Buckfastleigh,,,Metagenome or environmental,not applicable,,,,,,,,,,Total RNA was extracted from each individual using Trizol-Chloroform extractions,45 individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/068/SRR11393268/SRR11393268_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/068/SRR11393268/SRR11393268_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR113/068/SRR11393268/SRR11393268_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR113/068/SRR11393268/SRR11393268_2.fastq.gz,1
